Page,Pageviews,Avg. Time on Page,Entrances,Bounce Rate
/departments/legal/risk-management,208,83,66,-59.09
/animal-shelter/animals/59256,207,22,6,-50.0
/boards/public-transit-corporation,207,73,67,-55.22
/cemeteries,207,26,91,-48.35
/recreation/programs/10565,207,115,81,-88.89
/animal-shelter/animals/60965,206,17,3,-66.67
/animal-shelter/animals/61463,206,9,6,-83.33
/news/2018/6,206,27,1,-100.0
/animal-shelter/animals/59822,205,24,4,-75.0
/animal-shelter/animals/60281,205,26,2,-100.0
/animal-shelter/animals/59075,204,17,0,-0.0
/animal-shelter/animals/61340,204,14,3,-66.67
/parks/employment/trails-stationary-laborer,204,70,6,-0.0
/animal-shelter/animals/58814,203,18,4,-75.0
/animal-shelter/animals/59382,203,50,15,-80.0
/business/start/home-based,203,44,29,-31.03
/departments/hr/jobs/motor-equipment-operator-apprenticemaster-motor-equipment-operator-utilities,203,90,23,-78.26
/neighborhoods/historic/mcdoel,203,80,82,-63.41
/animal-shelter/animals/58562,202,7,1,-0.0
/animal-shelter/animals/59677,202,20,3,-100.0
/animal-shelter/animals/61240,202,30,7,-57.14
/animal-shelter/animals/61596,202,19,7,-85.71
/animal-shelter/animals/62021,202,23,3,-33.33
/boards/park-commissioners/meetings/2018,202,106,7,-42.86
/fire/,202,31,126,-38.1
/news/2018/07/19/3606,202,246,147,-86.39
/planning/,202,23,115,-33.91
/recreation/programs/10513,202,58,24,-91.67
/utilities/pretreatment,201,15,42,-9.52
/animal-shelter/animals/58398,200,39,11,-0.0
/animal-shelter/animals/59862,200,18,6,-100.0
/animal-shelter/animals/60022,200,20,3,-33.33
/animal-shelter/animals/60177,200,19,2,-50.0
/animal-shelter/animals/60667,200,34,4,-100.0
/index.php/utilities,200,67,149,-14.09
/animal-shelter/animals/58736,199,12,1,-0.0
/animal-shelter/animals/58743,199,11,1,-100.0
/animal-shelter/animals/60719,199,16,3,-33.33
/animal-shelter/animals/61627,199,13,1,-0.0
/grants/local-motion,199,89,68,-75.0
/sections/viewSection.php?section_id=288,199,17,159,-69.81
/animal-shelter/animals/58399,198,10,5,-0.0
/animal-shelter/animals/58561,198,18,7,-0.0
/animal-shelter/animals/59120,198,40,1,-100.0
/animal-shelter/animals/59678,198,29,3,-66.67
/animal-shelter/animals/61380,198,8,0,-0.0
/safety,198,7,2,-0.0
/animal-shelter/animals/60275,197,36,6,-66.67
/animal-shelter/animals/60758,197,27,8,-87.5
/animal-shelter/animals/61794,197,12,2,-50.0
/boards/industrial-development,197,71,37,-45.95
/farmers-market/vendors/american-mushroom-spice-co,197,53,94,-86.17
/farmers-market/vendors/linneas-greenhouse,197,75,138,-89.86
/news/2018/04/19/3493,197,271,97,-72.16
/animal-shelter/animals/58882,196,39,5,-60.0
/animal-shelter/animals/59285,196,19,4,-50.0
/animal-shelter/animals/60286,196,22,3,-0.0
/break-days,196,39,22,-0.0
/farmers-market/salsa-contest,196,127,92,-90.22
/animal-shelter/animals/56288,195,29,1,-100.0
/animal-shelter/animals/60173,195,14,2,-100.0
/animal-shelter/animals/61159,195,17,0,-0.0
/animal-shelter/animals/61861,195,22,8,-62.5
/news/2017/09/25/2880,195,68,113,-55.75
/animal-shelter/animals/58251,194,13,4,-0.0
/animal-shelter/animals/59396,194,13,2,-0.0
/animal-shelter/animals/59590,194,19,2,-50.0
/animal-shelter/animals/61536,194,16,3,-100.0
/index.php/,194,40,34,-67.65
/news/2010/12/23/1432,194,11,2,-0.0
/search/node?keys=Animal+shelter,194,20,5,-0.0
/animal-shelter/animals/59259,193,17,2,-100.0
/departments/hr/message-from-director,193,42,22,-59.09
/recreation/programs/10386,193,40,9,-22.22
/animal-shelter/animals/57977,192,12,5,-0.0
/animal-shelter/animals/59292,192,15,2,-50.0
/animal-shelter/animals/61121,192,12,2,-50.0
/recreation/programs/10416,192,33,8,-37.5
/about/walking-tours/west-side,191,124,67,-55.22
/animal-shelter/animals/60735,191,41,7,-42.86
/animal-shelter/animals/61397,191,29,4,-75.0
/animal-shelter/animals/61813,191,29,3,-66.67
/documents/viewDocument.php?document_id=4676,191,134,93,-53.76
/recreation/programs/10532,191,145,40,-90.0
/animal-shelter/animals/58714,190,13,1,-100.0
/animal-shelter/animals/59087,190,16,12,-66.67
/animal-shelter/animals/59970,190,18,2,-0.0
/mayor/speeches/2018/02/16/3180,190,85,45,-22.22
/recreation/programs/10133,190,88,110,-42.73
/animal-shelter/animals/59707,189,14,4,-25.0
/animal-shelter/animals/60839,189,11,4,-75.0
/engineering/projects/thestands,189,80,86,-87.21
/recreation/programs/10157,189,110,77,-61.04
/recreation/programs/10268,189,42,146,-69.18
/utilities/fog-management,189,62,55,-23.64
/animal-shelter/animals/58431,188,10,1,-0.0
/animal-shelter/animals/58709,188,14,1,-0.0
/animal-shelter/animals/60172,188,12,1,-0.0
/animal-shelter/animals/61131,188,22,1,-100.0
/animal-shelter/animals/61263,188,14,6,-66.67
/parks/community-events/50expo,188,90,91,-75.82
/police/parade-permits,188,61,40,-52.5
/animal-shelter/animals/58520,187,22,4,-25.0
/animal-shelter/animals/59617,187,16,2,-50.0
/animal-shelter/animals/59653,187,13,0,-0.0
/animal-shelter/animals/60610,187,15,5,-40.0
/animal-shelter/animals/62014,187,19,1,-100.0
/business/districts,187,22,56,-46.43
/directoryparking,187,43,135,-6.67
/parks/employment/rink-guard-attendant-frank-southern-ice-arena,187,87,41,-70.73
/animal-shelter/animals/60937,186,21,0,-0.0
/animal-shelter/animals/61630,186,11,2,-50.0
/directorywebmail,186,41,140,-71.43
/h/4915452.html,186,0,186,-100.0
/recreation/programs/10138,186,156,128,-55.47
/animal-shelter/animals/59665,185,7,0,-0.0
/animal-shelter/animals/61113,185,30,4,-50.0
/animal-shelter/animals/61127,185,30,0,-0.0
/animal-shelter/animals/61668,185,39,7,-85.71
/news/2018/03/08/3390,185,28,60,-21.67
/parks/employment/sound-technician-community-events,185,37,53,-62.26
/recreation/programs/10436,185,59,104,-89.42
/recreation/programs/10473,185,169,59,-86.44
/animal-shelter/animals/59764,184,24,3,-66.67
/animal-shelter/animals/61748,184,19,5,-40.0
/index.php/departments/hand,184,49,94,-45.74
/index.php/farmers-market,184,117,136,-72.06
/m/,184,27,123,-27.64
/animal-shelter/animals/58923,183,31,20,-75.0
/animal-shelter/animals/61261,183,19,0,-0.0
/news/2018/04/26/3508,183,173,73,-63.01
/recreation/programs/10377,183,32,18,-11.11
/animal-shelter/animals/58493,182,10,2,-0.0
/animal-shelter/animals/58576,182,4,2,-0.0
/animal-shelter/animals/58599,182,16,1,-0.0
/animal-shelter/animals/58836,182,23,7,-0.0
/animal-shelter/animals/59084,182,29,0,-0.0
/animal-shelter/animals/59136,182,8,2,-50.0
/animal-shelter/animals/59584,182,8,2,-50.0
/animal-shelter/animals/59795,182,11,0,-0.0
/animal-shelter/animals/60396,182,21,7,-57.14
/animal-shelter/animals/61060,182,10,0,-0.0
/animal-shelter/animals/61369,182,34,9,-88.89
/index.php/parks/community-events,182,42,71,-43.66
/neighborhoods/historic/garden-hill,182,71,75,-78.67
/search/node?keys=Parking,182,41,3,-66.67
/animal-shelter/animals/57826,181,23,11,-72.73
/animal-shelter/animals/59123,181,19,1,-0.0
/animal-shelter/animals/60557,181,9,5,-60.0
/contact/social-media,181,76,39,-64.1
/dreamers-doers/Keith-Butt,181,95,140,-80.0
/recreation/programs/10464,181,106,158,-89.24
/animal-shelter/animals/58728,180,9,0,-0.0
/boards/bicycle-pedestrian-safety/meetings/2018,180,106,33,-36.36
/news/2018/04/02/3460,180,253,123,-84.55
/animal-shelter/animals/59099,179,21,5,-40.0
/animal-shelter/animals/59119,179,21,4,-25.0
/animal-shelter/animals/60444,179,8,0,-0.0
/animal-shelter/animals/60960,179,14,1,-100.0
/animal-shelter/animals/61203,179,22,2,-50.0
/animal-shelter/animals/61541,179,57,25,-68.0
/animal-shelter/animals/59303,178,7,0,-0.0
/animal-shelter/animals/59967,178,19,3,-66.67
/city/budget/updates,178,129,45,-73.33
/departments/hr/jobs/wastewater-plant-operator-utilities-department-blucher-poole-wastewater,178,140,17,-52.94
/news/2017/10/20/2937,178,122,138,-74.64
/news/2018/05/30/3550,178,77,108,-77.78
/recreation/programs/10502,178,68,10,-90.0
/recreation/programs/10554,178,105,90,-78.89
/animal-shelter/animals/58768,177,19,6,-50.0
/animal-shelter/animals/59569,177,13,2,-50.0
/animal-shelter/animals/61993,177,50,3,-33.33
/arts/bead/districts,177,125,49,-55.1
/departments/hand/consolidated-plans,177,147,40,-50.0
/graffiti,177,93,100,-61.0
/mayor/speeches/2017/08/15/2782,177,103,71,-71.83
/news/2018/03/28/3433,177,316,150,-95.33
/parks/parks/broadview-park,177,53,17,-70.59
/animal-shelter/animals/56524,176,15,2,-100.0
/animal-shelter/animals/58037,176,21,1,-100.0
/animal-shelter/animals/61525,176,6,2,-100.0
/animal-shelter/animals/61546,176,29,9,-100.0
/animal-shelter/animals/61552,176,25,4,-75.0
/business/start/mobile,176,17,62,-14.52
/index.php/public-safety/accident-reports,176,117,89,-87.64
/animal-shelter/animals/58798,175,8,4,-25.0
/animal-shelter/animals/59278,175,30,5,-100.0
/animal-shelter/animals/59810,175,15,1,-100.0
/animal-shelter/animals/59990,175,10,0,-0.0
/animal-shelter/animals/60446,175,8,0,-0.0
/animal-shelter/animals/60947,175,18,1,-0.0
/animal-shelter/animals/61533,175,11,0,-0.0
/boards/dispatch-policy,175,37,95,-58.95
/departments/hr/jobs/wastewater-treatment-plant-operator-2-positions-utilities-department-dillman,175,127,21,-85.71
/engineering/projects/swalnut-sidewalk,175,114,36,-69.44
/farmers-market/vendors/eco-logic-native-plant-nursery,175,94,93,-87.1
/news/2018/01/03/3055,175,19,56,-5.36
/sections/viewSection.php?section_id=300,175,41,141,-61.7
/animal-shelter/animals/57167,174,37,3,-0.0
/animal-shelter/animals/60311,174,23,2,-50.0
/animal-shelter/animals/61115,174,22,3,-33.33
/farmers-market/vendors/earth-song-farm,174,65,87,-87.36
/locations/rose-hill-cemetery-office,174,49,60,-43.33
/animal-shelter/animals/61753,173,19,0,-0.0
/documents/viewDocument.php?document_id=8869,173,82,149,-76.51
/index.php/departments,173,48,77,-9.09
/news/2017/07/31/2761,173,116,88,-50.0
/recreation/programs/10504,173,32,34,-76.47
/animal-shelter/animals/60028,172,25,6,-66.67
/animal-shelter/animals/60718,172,17,1,-0.0
/departments/cfrd/health-programs,172,8,5,-20.0
/farmers-market/vendors/brays-blueberries,172,65,111,-90.99
/animal-shelter/animals/57280,171,17,5,-20.0
/animal-shelter/animals/59853,171,13,1,-0.0
/animal-shelter/animals/59944,171,18,1,-100.0
/animal-shelter/animals/60289,171,14,0,-0.0
/animal-shelter/animals/60419,171,10,0,-0.0
/animal-shelter/animals/60470,171,24,3,-66.67
/animal-shelter/animals/60787,171,15,2,-50.0
/parks/parks/butler-park/amenities,171,67,38,-65.79
/parks/parks/miller-showers-park,171,26,69,-28.99
/public-safety/special-needs-registry,171,131,99,-78.79
/search/node?keys=Christmas+tree,170,7,3,-0.0
/animal-shelter/animals/59503,169,28,2,-50.0
/animal-shelter/animals/61158,169,20,3,-33.33
/news/2017/05/15/2664,169,88,54,-64.81
/parks/employment/rink-supervisor-frank-southern-ice-arena,169,73,8,-62.5
/recreation/programs/10515,169,76,8,-62.5
/animal-shelter/animals/58832,168,6,1,-0.0
/animal-shelter/animals/60788,168,9,2,-0.0
/communitysurvey,168,165,84,-46.43
/neighborhoods/historic/restaurant-row,168,85,97,-74.23
/parks/employment/mowing-grounds-crew-laborer,168,27,4,-0.0
/recreation/programs/10371,168,96,60,-51.67
/animal-shelter/animals/58465,167,10,1,-100.0
/animal-shelter/animals/59668,167,25,0,-0.0
/animal-shelter/animals/60050,167,44,15,-73.33
/boards/environmental-resources,167,156,32,-34.38
/index.php/parks/employment,167,45,24,-75.0
/news/2017/11/21/2997,167,49,75,-40.0
/animal-shelter/animals/57137,166,9,5,-0.0
/animal-shelter/animals/58153,166,8,0,-0.0
/animal-shelter/animals/59757,166,22,3,-66.67
/animal-shelter/animals/59991,166,23,0,-0.0
/animal-shelter/animals/60715,166,14,0,-0.0
/animal-shelter/animals/55765,165,23,1,-0.0
/animal-shelter/animals/56992,165,49,23,-78.26
/animal-shelter/animals/57337,165,32,5,-60.0
/animal-shelter/animals/58991,165,57,11,-63.64
/animal-shelter/animals/59081,165,19,1,-0.0
/animal-shelter/animals/59832,165,24,9,-55.56
/animal-shelter/animals/61853,165,8,0,-0.0
/animal-shelter/animals/59135,164,18,0,-0.0
/animal-shelter/animals/60305,164,11,2,-100.0
/animal-shelter/animals/61835,164,19,1,-100.0
/boards/plat,164,44,48,-47.92
/cleanup-and-sanitation,164,9,2,-0.0
/documents/viewDocument.php?document_id=841,164,50,104,-48.08
/news/2018/06/27/3576,164,190,123,-90.24
/news/2018/06/29/3586,164,46,118,-94.92
/animal-shelter/animals/60525,163,9,1,-100.0
/animal-shelter/animals/60686,163,33,3,-33.33
/animal-shelter/animals/60738,163,61,8,-62.5
/animal-shelter/animals/61167,163,22,1,-100.0
/animal-shelter/animals/58369,162,7,0,-0.0
/animal-shelter/animals/59149,162,9,0,-0.0
/animal-shelter/animals/59217,162,16,8,-37.5
/index.php/transportation/parking/pay-ticket,162,261,13,-69.23
/news/2018/01/10/3063,162,28,29,-0.0
/recreation/programs/10352,162,66,58,-37.93
/animal-shelter/animals/58883,161,41,9,-55.56
/animal-shelter/animals/59153,161,19,10,-50.0
/animal-shelter/animals/60144,161,19,0,-0.0
/farmers-market/vendors/schacht-farm,161,51,91,-87.91
/locations/sanitation-garage,161,24,14,-50.0
/news/2018/10,161,53,3,-100.0
/recreation/programs/10498,161,163,40,-82.5
/animal-shelter/animals/58273,160,10,0,-0.0
/animal-shelter/animals/58464,160,29,6,-0.0
/animal-shelter/animals/58568,160,5,0,-0.0
/animal-shelter/animals/58671,160,16,0,-0.0
/council/legislation/Resolution/2018,160,35,6,-50.0
/farmers-market/vendors/red-frazier-bison-ranch,160,104,101,-87.13
/farmers-market/vendors/wilderlove-farm,160,74,106,-89.62
/search/node?keys=volunteer,160,12,0,-0.0
/animal-shelter/animals/59935,159,23,1,-100.0
/animal-shelter/animals/60409,159,27,2,-50.0
/animal-shelter/animals/61105,159,37,8,-62.5
/animal-shelter/animals/61220,159,18,2,-50.0
/animal-shelter/animals/61723,159,26,3,-66.67
/council/plan-schedule,159,101,9,-11.11
/search/node/help,159,18,1,-100.0
/animal-shelter/animals/58232,158,17,3,-0.0
/animal-shelter/animals/58813,158,8,3,-0.0
/animal-shelter/animals/58853,158,12,3,-66.67
/animal-shelter/animals/59516,158,21,2,-100.0
/animal-shelter/animals/61676,158,23,6,-66.67
/news/2018/05/07/3518,158,86,122,-82.79
/node/3178,158,54,39,-48.72
/transportation/parking/downtown-parking/4th-and-dunn-parking-lot,158,22,25,-0.0
/animal-shelter/animals/59178,157,26,6,-66.67
/council/legislation/Ordinance,157,17,3,-33.33
/index.php/recreation/sports/basketball/youth,157,142,77,-63.64
/animal-shelter/animals?species=Dog&form_build_id=form-z8cyoD-8Eown9IAPZ3OwL6eso1QaxdjAAng3uQeydMs&form_id=asm_animalsearchform&op=Search,156,3,72,-0.0
/animal-shelter/animals/58281,156,19,4,-0.0
/animal-shelter/animals/61050,156,229,34,-50.0
/documents/viewDocument.php?document_id=149,156,37,109,-12.84
/index.php/recreation/programs/10553,156,133,146,-91.1
/animal-shelter/animals/60908,155,17,2,-0.0
/animal-shelter/animals/61991,155,11,1,-0.0
/recreation/programs/10591,155,116,39,-92.31
/animal-shelter/animals/58583,154,7,3,-0.0
/documents/viewDocument.php?document_id=332;,154,41,90,-32.22
/recreation/programs/10248,154,148,120,-65.83
/animal-shelter/animals/60141,153,8,1,-0.0
/animal-shelter/animals/60714,153,8,1,-0.0
/animal-shelter/animals/60797,153,7,0,-0.0
/animal-shelter/animals/61146,153,33,15,-53.33
/animal-shelter/animals/61330,153,19,0,-0.0
/news/2017/12/11/3022,153,88,50,-38.0
/recreation/programs/10336,153,56,39,-38.46
/boards/deertaskforce/lyme-disease,152,38,146,-96.58
/boards/innovation,152,17,6,-16.67
/boards/utilities-service/meetings,152,13,24,-4.17
/parks/employment/park-services-staff-assistant,152,32,3,-0.0
/recreation/programs/10427,152,26,14,-50.0
/search/node?keys=christmas+tree,152,9,2,-0.0
/animal-shelter/animals/58777,151,11,16,-87.5
/animal-shelter/animals/59053,151,50,6,-83.33
/animal-shelter/animals/59088,151,9,1,-100.0
/animal-shelter/animals/59688,151,44,3,-66.67
/animal-shelter/animals/61913,151,18,3,-0.0
/news/2018/4,151,34,1,-100.0
/open311,151,159,91,-63.74
/sustainability/energy-challenge,151,104,36,-25.0
/animal-shelter/animals/58672,150,10,0,-0.0
/animal-shelter/animals/59165,150,25,3,-33.33
/animal-shelter/animals/59242,150,75,13,-53.85
/animal-shelter/animals/59585,150,27,3,-33.33
/animal-shelter/animals/61494,150,19,1,-0.0
/animal-shelter/animals/61631,150,12,1,-100.0
/departments/office-of-the-mayor/projects,150,34,4,-0.0
/news/2018/07/03/3588,150,118,55,-85.45
/recreation/programs/10180,150,68,82,-56.1
/recreation/programs/10478,150,89,16,-87.5
/animal-shelter/animals/60057,149,12,4,-75.0
/animal-shelter/animals/60816,149,31,2,-50.0
/hazards,149,9,0,-0.0
/recreation/programs/10448,149,168,37,-75.68
/animal-shelter/animals/60795,148,13,2,-100.0
/animal-shelter/animals/60990,148,11,2,-100.0
/parks/employment/landscaping-specialist,148,40,4,-0.0
/recreation/programs/10507,148,38,4,-100.0
/animal-shelter/,147,23,48,-10.42
/community-accessibility/resources,147,185,61,-62.3
/news/2018/01/26/3089,147,31,66,-21.21
/parks/employment/cemetery-grounds-staff-assistant,147,33,4,-25.0
/animal-shelter/animals/58543,146,11,6,-0.0
/animal-shelter/animals/59655,146,16,0,-0.0
/animal-shelter/animals/60013,146,13,0,-0.0
/animal-shelter/animals/60049,146,16,5,-60.0
/animal-shelter/animals/60140,146,8,1,-100.0
/animal-shelter/animals/60307,146,34,1,-0.0
/animal-shelter/animals/60417,146,30,2,-50.0
/animal-shelter/animals/60673,146,17,1,-100.0
/animal-shelter/animals/61368,146,7,0,-0.0
/animal-shelter/animals/61507,146,35,2,-50.0
/directoryhand,146,35,115,-53.91
/farmers-market/vendors/harvest-moon-flower-farm,146,54,61,-77.05
/farmers-market/vendors/vanantwerps-farm-market,146,54,95,-89.47
/news/2017/09/22/2877,146,91,75,-56.0
/recreation/programs/10343,146,94,18,-72.22
/transportation/scooters?fbclid=IwAR0fQp4mSftP_kmiIKj-J_59Ws2XjSiHOsf0SPpgCfMBiGf2gVsdGPIT3NY,146,77,144,-98.61
/about/trees/emerald-ash-borer,145,136,86,-75.58
/animal-shelter/animals/59101,145,21,0,-0.0
/animal-shelter/animals/60111,145,22,0,-0.0
/animal-shelter/animals/61193,145,17,3,-66.67
/animal-shelter/animals/61692,145,22,6,-66.67
/boards/parking/meetings/2018,145,290,25,-68.0
/parks/employment/griffy-lake-boathouse-attendant,145,86,97,-89.69
/recreation/programs/10182,145,70,88,-42.05
/animal-shelter/animals/59583,144,28,7,-85.71
/animal-shelter/animals/60467,144,46,11,-63.64
/animal-shelter/animals/60477,144,34,7,-85.71
/animal-shelter/animals/56101,143,13,2,-50.0
/animal-shelter/animals/58820,143,33,4,-100.0
/engineering/projects/moorespike-clarizz,143,114,55,-70.91
/animal-shelter/animals/58622,142,4,0,-0.0
/animal-shelter/animals/60608,142,63,3,-33.33
/animal-shelter/animals/61497,142,42,6,-50.0
/boards/mpo-technical/meetings/2018,142,80,60,-85.0
/directorygriffylake,142,147,126,-76.19
/engineering/projects/s-sare-islands,142,54,57,-84.21
/news/2018/07/14/3600,142,149,64,-76.56
/news/2018/1,142,17,1,-0.0
/about/walking-tours/prospect-hill,141,74,10,-60.0
/animal-shelter/animals/55336,141,12,1,-100.0
/animal-shelter/animals/58973,141,28,5,-60.0
/animal-shelter/animals/60711,141,7,1,-100.0
/news/2018/02/13/3163,141,33,53,-24.53
/parks/employment/trail-specialist,141,34,4,-0.0
/recreation/programs/10341,141,10,56,-17.86
/animal-shelter/animals/60027,140,22,4,-75.0
/animal-shelter/animals/60234,140,30,1,-100.0
/animal-shelter/animals/60886,140,20,1,-100.0
